pharmacy_id,sku,drug_name,form,strength,price,qty,qty_available
ph0831,OTC031,Ambroxol,Tablet,30mg,96.23,159.0,
ph0831,OTC013,Aspirin,Tablet,325mg,120.23,39.0,
ph0831,OTC030,Saline Nasal Spray,Spray,30ml,68.14,110.0,
ph0831,OTC040,Antibiotic Respiratory,Tablet,500mg,130.46,192.0,
ph0831,OTC009,Dextromethorphan,Syrup,100ml,142.49,41.0,
ph0831,OTC032,Salbutamol Inhaler,Inhaler,100mcg,24.21,151.0,
ph0831,OTC001,Paracetamol,Tablet,500mg,101.81,197.0,
ph0831,OTC036,Expectorant Tablets,Tablet,200mg,74.67,27.0,
ph0832,OTC001,Paracetamol,Tablet,500mg,142.02,90.0,
ph0832,OTC026,Multivitamin,Tablet,Daily,85.08,128.0,
ph0832,OTC039,Chest Rub Balm,Balm,50g,124.03,161.0,
ph0832,OTC008,Chlorpheniramine,Tablet,4mg,136.54,24.0,
ph0832,OTC042,Oxygen Support,Cylinder,Portable,87.83,55.0,
ph0832,OTC006,Vitamin C,Tablet,500mg,64.12,90.0,
ph0832,OTC016,Pseudoephedrine,Tablet,30mg,90.34,50.0,
ph0832,OTC002,Ibuprofen,Tablet,200mg,28.45,51.0,
ph0832,OTC041,Steroid Respiratory,Tablet,5mg,147.07,121.0,
ph0832,OTC007,Zinc Supplement,Tablet,50mg,119.73,171.0,
ph0832,OTC043,Nebulizer Solution,Solution,2.5ml,117.55,133.0,
ph0833,OTC007,Zinc Supplement,Tablet,50mg,38.72,68.0,
ph0833,OTC013,Aspirin,Tablet,325mg,93.7,137.0,
ph0833,OTC034,Mucolytic Syrup,Syrup,100ml,29.42,169.0,
ph0833,OTC010,Guaifenesin,Syrup,100ml,130.48,170.0,
ph0833,OTC006,Vitamin C,Tablet,500mg,98.29,96.0,
ph0833,OTC037,Bronchodilator,Tablet,4mg,11.59,121.0,
ph0833,OTC032,Salbutamol Inhaler,Inhaler,100mcg,124.89,87.0,
ph0833,OTC041,Steroid Respiratory,Tablet,5mg,80.79,190.0,
ph0833,OTC043,Nebulizer Solution,Solution,2.5ml,21.19,190.0,
ph0833,OTC016,Pseudoephedrine,Tablet,30mg,25.38,184.0,
ph0833,OTC011,Loratadine,Tablet,10mg,67.91,118.0,
ph0833,OTC015,Acetaminophen,Tablet,325mg,110.6,165.0,
ph0833,OTC036,Expectorant Tablets,Tablet,200mg,74.42,178.0,
ph0834,OTC023,Throat Lozenges,Lozenge,24 count,24.68,119.0,
ph0834,OTC035,Antihistamine Syrup,Syrup,100ml,25.04,109.0,
ph0834,OTC001,Paracetamol,Tablet,500mg,119.94,166.0,
ph0834,OTC017,Phenylephrine,Tablet,10mg,13.86,122.0,
ph0834,OTC042,Oxygen Support,Cylinder,Portable,118.65,83.0,
ph0834,OTC031,Ambroxol,Tablet,30mg,89.48,89.0,
ph0834,OTC009,Dextromethorphan,Syrup,100ml,112.39,28.0,
ph0834,OTC008,Chlorpheniramine,Tablet,4mg,116.6,40.0,
ph0834,OTC013,Aspirin,Tablet,325mg,37.26,79.0,
ph0834,OTC037,Bronchodilator,Tablet,4mg,48.1,89.0,
ph0834,OTC033,Budesonide Inhaler,Inhaler,200mcg,40.16,190.0,
ph0834,OTC005,Cough Syrup,Syrup,100ml,68.7,143.0,
ph0834,OTC002,Ibuprofen,Tablet,200mg,101.95,72.0,
ph0835,OTC010,Guaifenesin,Syrup,100ml,15.28,84.0,
ph0835,OTC031,Ambroxol,Tablet,30mg,137.22,43.0,
ph0835,OTC039,Chest Rub Balm,Balm,50g,24.52,22.0,
ph0835,OTC005,Cough Syrup,Syrup,100ml,146.54,168.0,
ph0835,OTC011,Loratadine,Tablet,10mg,101.62,171.0,
ph0835,OTC002,Ibuprofen,Tablet,200mg,102.81,41.0,
ph0835,OTC032,Salbutamol Inhaler,Inhaler,100mcg,118.03,32.0,
ph0835,OTC042,Oxygen Support,Cylinder,Portable,128.78,187.0,
ph0835,OTC043,Nebulizer Solution,Solution,2.5ml,135.85,61.0,
ph0835,OTC003,Cetirizine,Tablet,10mg,135.11,29.0,
ph0835,OTC038,Steam Inhalation,Solution,100ml,31.07,163.0,
ph0835,OTC034,Mucolytic Syrup,Syrup,100ml,126.31,126.0,
ph0835,OTC017,Phenylephrine,Tablet,10mg,129.45,50.0,
ph0835,OTC026,Multivitamin,Tablet,Daily,66.59,159.0,
ph0835,OTC008,Chlorpheniramine,Tablet,4mg,149.9,38.0,
ph0836,OTC033,Budesonide Inhaler,Inhaler,200mcg,149.5,73.0,
ph0836,OTC002,Ibuprofen,Tablet,200mg,54.7,39.0,
ph0836,OTC009,Dextromethorphan,Syrup,100ml,69.57,198.0,
ph0836,OTC011,Loratadine,Tablet,10mg,76.93,191.0,
ph0836,OTC006,Vitamin C,Tablet,500mg,23.46,171.0,
ph0836,OTC005,Cough Syrup,Syrup,100ml,23.96,159.0,
ph0836,OTC008,Chlorpheniramine,Tablet,4mg,63.5,40.0,
ph0836,OTC010,Guaifenesin,Syrup,100ml,55.35,143.0,
ph0836,OTC030,Saline Nasal Spray,Spray,30ml,23.84,199.0,
ph0836,OTC013,Aspirin,Tablet,325mg,133.73,146.0,
ph0836,OTC040,Antibiotic Respiratory,Tablet,500mg,26.24,54.0,
ph0836,OTC031,Ambroxol,Tablet,30mg,119.58,45.0,
ph0836,OTC036,Expectorant Tablets,Tablet,200mg,91.62,99.0,
ph0836,OTC039,Chest Rub Balm,Balm,50g,139.67,24.0,
ph0837,OTC011,Loratadine,Tablet,10mg,22.88,53.0,
ph0837,OTC042,Oxygen Support,Cylinder,Portable,127.65,137.0,
ph0837,OTC023,Throat Lozenges,Lozenge,24 count,129.15,96.0,
ph0837,OTC035,Antihistamine Syrup,Syrup,100ml,54.4,144.0,
ph0837,OTC001,Paracetamol,Tablet,500mg,140.74,39.0,
ph0837,OTC007,Zinc Supplement,Tablet,50mg,118.16,175.0,
ph0837,OTC030,Saline Nasal Spray,Spray,30ml,39.84,131.0,
ph0837,OTC031,Ambroxol,Tablet,30mg,76.7,150.0,
ph0837,OTC034,Mucolytic Syrup,Syrup,100ml,61.59,117.0,
ph0837,OTC003,Cetirizine,Tablet,10mg,51.24,129.0,
ph0837,OTC043,Nebulizer Solution,Solution,2.5ml,36.25,38.0,
ph0838,OTC031,Ambroxol,Tablet,30mg,119.54,93.0,
ph0838,OTC039,Chest Rub Balm,Balm,50g,33.7,184.0,
ph0838,OTC003,Cetirizine,Tablet,10mg,31.25,109.0,
ph0838,OTC002,Ibuprofen,Tablet,200mg,49.75,32.0,
ph0838,OTC034,Mucolytic Syrup,Syrup,100ml,20.66,80.0,
ph0838,OTC026,Multivitamin,Tablet,Daily,21.54,105.0,
ph0838,OTC011,Loratadine,Tablet,10mg,40.49,33.0,
ph0838,OTC033,Budesonide Inhaler,Inhaler,200mcg,67.54,189.0,
ph0838,OTC005,Cough Syrup,Syrup,100ml,70.67,189.0,
ph0838,OTC016,Pseudoephedrine,Tablet,30mg,35.98,37.0,
ph0838,OTC035,Antihistamine Syrup,Syrup,100ml,66.91,84.0,
ph0839,OTC013,Aspirin,Tablet,325mg,49.62,36.0,
ph0839,OTC007,Zinc Supplement,Tablet,50mg,140.79,139.0,
ph0839,OTC043,Nebulizer Solution,Solution,2.5ml,91.72,172.0,
ph0839,OTC042,Oxygen Support,Cylinder,Portable,108.67,90.0,
ph0839,OTC038,Steam Inhalation,Solution,100ml,82.88,111.0,
ph0839,OTC034,Mucolytic Syrup,Syrup,100ml,69.63,174.0,
ph0839,OTC026,Multivitamin,Tablet,Daily,49.53,165.0,
ph0839,OTC011,Loratadine,Tablet,10mg,147.48,173.0,
ph0839,OTC003,Cetirizine,Tablet,10mg,40.93,34.0,
ph0839,OTC001,Paracetamol,Tablet,500mg,14.29,47.0,
ph0839,OTC006,Vitamin C,Tablet,500mg,92.72,180.0,
ph0839,OTC015,Acetaminophen,Tablet,325mg,108.11,107.0,
ph0840,OTC023,Throat Lozenges,Lozenge,24 count,73.8,119.0,
ph0840,OTC015,Acetaminophen,Tablet,325mg,66.59,187.0,
ph0840,OTC035,Antihistamine Syrup,Syrup,100ml,60.63,113.0,
ph0840,OTC016,Pseudoephedrine,Tablet,30mg,13.62,117.0,
ph0840,OTC008,Chlorpheniramine,Tablet,4mg,132.36,141.0,
ph0840,OTC042,Oxygen Support,Cylinder,Portable,13.16,30.0,
ph0840,OTC038,Steam Inhalation,Solution,100ml,21.62,187.0,
ph0840,OTC030,Saline Nasal Spray,Spray,30ml,138.94,48.0,
ph0840,OTC011,Loratadine,Tablet,10mg,127.44,21.0,
ph0840,OTC006,Vitamin C,Tablet,500mg,148.16,116.0,
ph0840,OTC007,Zinc Supplement,Tablet,50mg,81.29,127.0,
ph0840,OTC043,Nebulizer Solution,Solution,2.5ml,130.56,86.0,
ph0840,OTC003,Cetirizine,Tablet,10mg,15.67,199.0,
ph0841,OTC023,Throat Lozenges,Lozenge,24 count,78.02,157.0,
ph0841,OTC038,Steam Inhalation,Solution,100ml,29.7,140.0,
ph0841,OTC039,Chest Rub Balm,Balm,50g,67.07,69.0,
ph0841,OTC005,Cough Syrup,Syrup,100ml,80.21,48.0,
ph0841,OTC001,Paracetamol,Tablet,500mg,27.04,188.0,
ph0841,OTC041,Steroid Respiratory,Tablet,5mg,32.59,78.0,
ph0841,OTC034,Mucolytic Syrup,Syrup,100ml,30.0,57.0,
ph0841,OTC017,Phenylephrine,Tablet,10mg,35.34,162.0,
ph0841,OTC036,Expectorant Tablets,Tablet,200mg,31.7,23.0,
ph0841,OTC031,Ambroxol,Tablet,30mg,85.05,140.0,
ph0841,OTC033,Budesonide Inhaler,Inhaler,200mcg,55.74,59.0,
ph0841,OTC002,Ibuprofen,Tablet,200mg,83.64,111.0,
ph0841,OTC010,Guaifenesin,Syrup,100ml,149.99,171.0,
ph0841,OTC040,Antibiotic Respiratory,Tablet,500mg,93.37,28.0,
ph0842,OTC010,Guaifenesin,Syrup,100ml,41.94,46.0,
ph0842,OTC003,Cetirizine,Tablet,10mg,108.63,83.0,
ph0842,OTC002,Ibuprofen,Tablet,200mg,58.58,27.0,
ph0842,OTC037,Bronchodilator,Tablet,4mg,125.65,100.0,
ph0842,OTC038,Steam Inhalation,Solution,100ml,37.19,133.0,
ph0842,OTC031,Ambroxol,Tablet,30mg,139.87,62.0,
ph0842,OTC043,Nebulizer Solution,Solution,2.5ml,117.26,155.0,
ph0842,OTC023,Throat Lozenges,Lozenge,24 count,92.89,21.0,
ph0842,OTC033,Budesonide Inhaler,Inhaler,200mcg,120.82,131.0,
ph0842,OTC005,Cough Syrup,Syrup,100ml,50.5,183.0,
ph0843,OTC043,Nebulizer Solution,Solution,2.5ml,13.32,96.0,
ph0843,OTC035,Antihistamine Syrup,Syrup,100ml,24.33,93.0,
ph0843,OTC015,Acetaminophen,Tablet,325mg,137.4,104.0,
ph0843,OTC026,Multivitamin,Tablet,Daily,43.96,39.0,
ph0843,OTC031,Ambroxol,Tablet,30mg,95.86,52.0,
ph0843,OTC002,Ibuprofen,Tablet,200mg,120.13,150.0,
ph0843,OTC033,Budesonide Inhaler,Inhaler,200mcg,116.53,44.0,
ph0843,OTC023,Throat Lozenges,Lozenge,24 count,140.18,87.0,
ph0843,OTC030,Saline Nasal Spray,Spray,30ml,50.31,162.0,
ph0843,OTC009,Dextromethorphan,Syrup,100ml,67.4,136.0,
ph0843,OTC001,Paracetamol,Tablet,500mg,50.3,180.0,
ph0843,OTC006,Vitamin C,Tablet,500mg,28.04,29.0,
ph0843,OTC039,Chest Rub Balm,Balm,50g,34.54,184.0,
ph0843,OTC037,Bronchodilator,Tablet,4mg,81.39,162.0,
ph0843,OTC003,Cetirizine,Tablet,10mg,139.69,77.0,
ph0844,OTC016,Pseudoephedrine,Tablet,30mg,75.05,169.0,
ph0844,OTC009,Dextromethorphan,Syrup,100ml,118.24,190.0,
ph0844,OTC038,Steam Inhalation,Solution,100ml,30.43,76.0,
ph0844,OTC015,Acetaminophen,Tablet,325mg,125.35,178.0,
ph0844,OTC026,Multivitamin,Tablet,Daily,111.55,133.0,
ph0844,OTC031,Ambroxol,Tablet,30mg,45.08,81.0,
ph0844,OTC034,Mucolytic Syrup,Syrup,100ml,125.08,123.0,
ph0844,OTC036,Expectorant Tablets,Tablet,200mg,93.48,23.0,
ph0844,OTC001,Paracetamol,Tablet,500mg,54.65,104.0,
ph0844,OTC042,Oxygen Support,Cylinder,Portable,87.36,108.0,
ph0845,OTC039,Chest Rub Balm,Balm,50g,94.38,130.0,
ph0845,OTC015,Acetaminophen,Tablet,325mg,89.3,32.0,
ph0845,OTC032,Salbutamol Inhaler,Inhaler,100mcg,106.53,111.0,
ph0845,OTC041,Steroid Respiratory,Tablet,5mg,135.14,153.0,
ph0845,OTC011,Loratadine,Tablet,10mg,95.08,159.0,
ph0845,OTC036,Expectorant Tablets,Tablet,200mg,70.08,116.0,
ph0845,OTC001,Paracetamol,Tablet,500mg,19.33,32.0,
ph0845,OTC031,Ambroxol,Tablet,30mg,64.39,127.0,
ph0845,OTC010,Guaifenesin,Syrup,100ml,74.36,79.0,
ph0845,OTC007,Zinc Supplement,Tablet,50mg,73.33,89.0,
ph0845,OTC040,Antibiotic Respiratory,Tablet,500mg,61.98,31.0,
ph0845,OTC037,Bronchodilator,Tablet,4mg,21.62,101.0,
ph0845,OTC017,Phenylephrine,Tablet,10mg,30.15,126.0,
ph0846,OTC043,Nebulizer Solution,Solution,2.5ml,29.6,76.0,
ph0846,OTC009,Dextromethorphan,Syrup,100ml,98.9,151.0,
ph0846,OTC017,Phenylephrine,Tablet,10mg,49.25,142.0,
ph0846,OTC035,Antihistamine Syrup,Syrup,100ml,111.2,177.0,
ph0846,OTC031,Ambroxol,Tablet,30mg,95.93,183.0,
ph0846,OTC003,Cetirizine,Tablet,10mg,95.8,121.0,
ph0846,OTC011,Loratadine,Tablet,10mg,51.41,97.0,
ph0846,OTC032,Salbutamol Inhaler,Inhaler,100mcg,74.38,147.0,
ph0846,OTC039,Chest Rub Balm,Balm,50g,130.36,66.0,
ph0846,OTC002,Ibuprofen,Tablet,200mg,55.24,22.0,
ph0847,OTC011,Loratadine,Tablet,10mg,21.2,52.0,
ph0847,OTC035,Antihistamine Syrup,Syrup,100ml,53.09,104.0,
ph0847,OTC007,Zinc Supplement,Tablet,50mg,57.88,121.0,
ph0847,OTC009,Dextromethorphan,Syrup,100ml,94.05,103.0,
ph0847,OTC037,Bronchodilator,Tablet,4mg,84.84,100.0,
ph0847,OTC006,Vitamin C,Tablet,500mg,74.2,169.0,
ph0847,OTC010,Guaifenesin,Syrup,100ml,139.94,118.0,
ph0847,OTC041,Steroid Respiratory,Tablet,5mg,34.38,147.0,
ph0847,OTC008,Chlorpheniramine,Tablet,4mg,88.83,116.0,
ph0847,OTC043,Nebulizer Solution,Solution,2.5ml,12.09,91.0,
ph0847,OTC030,Saline Nasal Spray,Spray,30ml,33.04,135.0,
ph0847,OTC001,Paracetamol,Tablet,500mg,18.6,74.0,
ph0847,OTC002,Ibuprofen,Tablet,200mg,41.03,56.0,
ph0847,OTC039,Chest Rub Balm,Balm,50g,96.88,106.0,
ph0848,OTC033,Budesonide Inhaler,Inhaler,200mcg,12.84,55.0,
ph0848,OTC011,Loratadine,Tablet,10mg,94.71,120.0,
ph0848,OTC015,Acetaminophen,Tablet,325mg,35.73,196.0,
ph0848,OTC007,Zinc Supplement,Tablet,50mg,96.41,43.0,
ph0848,OTC009,Dextromethorphan,Syrup,100ml,71.97,45.0,
ph0848,OTC003,Cetirizine,Tablet,10mg,77.95,60.0,
ph0848,OTC013,Aspirin,Tablet,325mg,94.03,53.0,
ph0848,OTC034,Mucolytic Syrup,Syrup,100ml,13.7,42.0,
ph0848,OTC031,Ambroxol,Tablet,30mg,67.02,158.0,
ph0848,OTC006,Vitamin C,Tablet,500mg,139.87,65.0,
ph0848,OTC030,Saline Nasal Spray,Spray,30ml,136.72,111.0,
ph0848,OTC016,Pseudoephedrine,Tablet,30mg,105.83,171.0,
ph0848,OTC039,Chest Rub Balm,Balm,50g,34.65,123.0,
ph0848,OTC002,Ibuprofen,Tablet,200mg,63.54,73.0,
ph0848,OTC010,Guaifenesin,Syrup,100ml,76.48,21.0,
ph0849,OTC009,Dextromethorphan,Syrup,100ml,52.29,111.0,
ph0849,OTC006,Vitamin C,Tablet,500mg,11.06,58.0,
ph0849,OTC040,Antibiotic Respiratory,Tablet,500mg,16.31,44.0,
ph0849,OTC015,Acetaminophen,Tablet,325mg,104.0,32.0,
ph0849,OTC038,Steam Inhalation,Solution,100ml,24.87,81.0,
ph0849,OTC002,Ibuprofen,Tablet,200mg,100.02,74.0,
ph0849,OTC008,Chlorpheniramine,Tablet,4mg,62.31,77.0,
ph0849,OTC005,Cough Syrup,Syrup,100ml,78.52,144.0,
ph0849,OTC043,Nebulizer Solution,Solution,2.5ml,21.87,35.0,
ph0849,OTC032,Salbutamol Inhaler,Inhaler,100mcg,10.29,185.0,
ph0849,OTC007,Zinc Supplement,Tablet,50mg,13.04,168.0,
ph0849,OTC030,Saline Nasal Spray,Spray,30ml,100.72,130.0,
ph0849,OTC039,Chest Rub Balm,Balm,50g,23.92,57.0,
ph0850,OTC040,Antibiotic Respiratory,Tablet,500mg,113.59,110.0,
ph0850,OTC013,Aspirin,Tablet,325mg,145.78,99.0,
ph0850,OTC016,Pseudoephedrine,Tablet,30mg,10.34,135.0,
ph0850,OTC036,Expectorant Tablets,Tablet,200mg,91.11,179.0,
ph0850,OTC043,Nebulizer Solution,Solution,2.5ml,123.67,56.0,
ph0850,OTC035,Antihistamine Syrup,Syrup,100ml,41.77,93.0,
ph0850,OTC010,Guaifenesin,Syrup,100ml,121.15,108.0,
ph0850,OTC039,Chest Rub Balm,Balm,50g,111.77,75.0,
ph0850,OTC026,Multivitamin,Tablet,Daily,29.14,79.0,
ph0850,OTC003,Cetirizine,Tablet,10mg,21.6,118.0,
ph0850,OTC030,Saline Nasal Spray,Spray,30ml,101.12,139.0,
ph0851,OTC043,Nebulizer Solution,Solution,2.5ml,11.8,50.0,
ph0851,OTC039,Chest Rub Balm,Balm,50g,96.09,110.0,
ph0851,OTC031,Ambroxol,Tablet,30mg,37.41,177.0,
ph0851,OTC038,Steam Inhalation,Solution,100ml,107.9,46.0,
ph0851,OTC003,Cetirizine,Tablet,10mg,138.8,191.0,
ph0851,OTC011,Loratadine,Tablet,10mg,73.19,147.0,
ph0851,OTC013,Aspirin,Tablet,325mg,69.91,127.0,
ph0851,OTC016,Pseudoephedrine,Tablet,30mg,109.61,107.0,
ph0851,OTC040,Antibiotic Respiratory,Tablet,500mg,18.18,65.0,
ph0851,OTC023,Throat Lozenges,Lozenge,24 count,102.24,185.0,
ph0851,OTC035,Antihistamine Syrup,Syrup,100ml,135.49,127.0,
ph0851,OTC009,Dextromethorphan,Syrup,100ml,19.37,26.0,
ph0851,OTC034,Mucolytic Syrup,Syrup,100ml,119.73,60.0,
ph0852,OTC003,Cetirizine,Tablet,10mg,44.43,192.0,
ph0852,OTC040,Antibiotic Respiratory,Tablet,500mg,25.94,142.0,
ph0852,OTC036,Expectorant Tablets,Tablet,200mg,97.65,194.0,
ph0852,OTC034,Mucolytic Syrup,Syrup,100ml,139.83,26.0,
ph0852,OTC013,Aspirin,Tablet,325mg,64.09,142.0,
ph0852,OTC026,Multivitamin,Tablet,Daily,98.57,72.0,
ph0852,OTC031,Ambroxol,Tablet,30mg,56.94,54.0,
ph0852,OTC002,Ibuprofen,Tablet,200mg,31.16,195.0,
ph0852,OTC017,Phenylephrine,Tablet,10mg,78.08,158.0,
ph0852,OTC043,Nebulizer Solution,Solution,2.5ml,59.8,59.0,
ph0852,OTC033,Budesonide Inhaler,Inhaler,200mcg,20.03,55.0,
ph0852,OTC041,Steroid Respiratory,Tablet,5mg,63.0,182.0,
ph0852,OTC006,Vitamin C,Tablet,500mg,82.35,92.0,
ph0852,OTC037,Bronchodilator,Tablet,4mg,100.6,114.0,
ph0853,OTC009,Dextromethorphan,Syrup,100ml,73.5,106.0,
ph0853,OTC026,Multivitamin,Tablet,Daily,118.21,82.0,
ph0853,OTC003,Cetirizine,Tablet,10mg,89.77,157.0,
ph0853,OTC041,Steroid Respiratory,Tablet,5mg,89.04,198.0,
ph0853,OTC011,Loratadine,Tablet,10mg,30.79,82.0,
ph0853,OTC006,Vitamin C,Tablet,500mg,108.43,38.0,
ph0853,OTC033,Budesonide Inhaler,Inhaler,200mcg,39.01,86.0,
ph0853,OTC039,Chest Rub Balm,Balm,50g,71.23,173.0,
ph0853,OTC008,Chlorpheniramine,Tablet,4mg,102.22,148.0,
ph0853,OTC001,Paracetamol,Tablet,500mg,129.2,117.0,
ph0853,OTC002,Ibuprofen,Tablet,200mg,95.76,52.0,
ph0853,OTC034,Mucolytic Syrup,Syrup,100ml,145.93,157.0,
ph0853,OTC043,Nebulizer Solution,Solution,2.5ml,109.9,46.0,
ph0854,OTC035,Antihistamine Syrup,Syrup,100ml,29.52,44.0,
ph0854,OTC031,Ambroxol,Tablet,30mg,23.77,90.0,
ph0854,OTC008,Chlorpheniramine,Tablet,4mg,103.42,27.0,
ph0854,OTC039,Chest Rub Balm,Balm,50g,124.03,110.0,
ph0854,OTC043,Nebulizer Solution,Solution,2.5ml,32.91,129.0,
ph0854,OTC026,Multivitamin,Tablet,Daily,65.01,67.0,
ph0854,OTC017,Phenylephrine,Tablet,10mg,70.35,76.0,
ph0854,OTC013,Aspirin,Tablet,325mg,132.01,114.0,
ph0854,OTC032,Salbutamol Inhaler,Inhaler,100mcg,18.91,56.0,
ph0854,OTC003,Cetirizine,Tablet,10mg,78.3,91.0,
ph0854,OTC036,Expectorant Tablets,Tablet,200mg,54.23,108.0,
ph0854,OTC041,Steroid Respiratory,Tablet,5mg,40.89,83.0,
ph0854,OTC030,Saline Nasal Spray,Spray,30ml,78.46,113.0,
ph0855,OTC016,Pseudoephedrine,Tablet,30mg,49.02,167.0,
ph0855,OTC013,Aspirin,Tablet,325mg,50.32,114.0,
ph0855,OTC038,Steam Inhalation,Solution,100ml,126.26,25.0,
ph0855,OTC043,Nebulizer Solution,Solution,2.5ml,52.96,180.0,
ph0855,OTC033,Budesonide Inhaler,Inhaler,200mcg,29.33,21.0,
ph0855,OTC026,Multivitamin,Tablet,Daily,144.2,168.0,
ph0855,OTC017,Phenylephrine,Tablet,10mg,28.15,165.0,
ph0855,OTC010,Guaifenesin,Syrup,100ml,68.63,118.0,
ph0855,OTC030,Saline Nasal Spray,Spray,30ml,84.74,105.0,
ph0855,OTC023,Throat Lozenges,Lozenge,24 count,130.22,56.0,
ph0855,OTC035,Antihistamine Syrup,Syrup,100ml,124.58,33.0,
ph0855,OTC011,Loratadine,Tablet,10mg,131.29,52.0,
ph0855,OTC037,Bronchodilator,Tablet,4mg,115.1,126.0,
ph0855,OTC007,Zinc Supplement,Tablet,50mg,109.53,65.0,
ph0855,OTC039,Chest Rub Balm,Balm,50g,93.62,79.0,
ph0856,OTC013,Aspirin,Tablet,325mg,71.19,188.0,
ph0856,OTC036,Expectorant Tablets,Tablet,200mg,61.97,21.0,
ph0856,OTC001,Paracetamol,Tablet,500mg,36.05,70.0,
ph0856,OTC033,Budesonide Inhaler,Inhaler,200mcg,50.98,146.0,
ph0856,OTC023,Throat Lozenges,Lozenge,24 count,74.61,196.0,
ph0856,OTC032,Salbutamol Inhaler,Inhaler,100mcg,140.89,199.0,
ph0856,OTC008,Chlorpheniramine,Tablet,4mg,103.54,198.0,
ph0856,OTC010,Guaifenesin,Syrup,100ml,10.88,108.0,
ph0856,OTC035,Antihistamine Syrup,Syrup,100ml,146.15,165.0,
ph0856,OTC042,Oxygen Support,Cylinder,Portable,74.91,55.0,
ph0856,OTC006,Vitamin C,Tablet,500mg,62.3,153.0,
ph0856,OTC003,Cetirizine,Tablet,10mg,50.78,187.0,
ph0856,OTC040,Antibiotic Respiratory,Tablet,500mg,17.27,26.0,
ph0856,OTC005,Cough Syrup,Syrup,100ml,38.51,186.0,
ph0856,OTC011,Loratadine,Tablet,10mg,95.53,54.0,
ph0857,OTC011,Loratadine,Tablet,10mg,112.36,59.0,
ph0857,OTC023,Throat Lozenges,Lozenge,24 count,107.08,165.0,
ph0857,OTC031,Ambroxol,Tablet,30mg,107.82,89.0,
ph0857,OTC035,Antihistamine Syrup,Syrup,100ml,54.33,121.0,
ph0857,OTC006,Vitamin C,Tablet,500mg,78.35,133.0,
ph0857,OTC038,Steam Inhalation,Solution,100ml,11.65,70.0,
ph0857,OTC009,Dextromethorphan,Syrup,100ml,66.98,76.0,
ph0857,OTC008,Chlorpheniramine,Tablet,4mg,103.93,153.0,
ph0857,OTC042,Oxygen Support,Cylinder,Portable,69.69,21.0,
ph0857,OTC034,Mucolytic Syrup,Syrup,100ml,25.8,55.0,
ph0858,OTC001,Paracetamol,Tablet,500mg,64.28,84.0,
ph0858,OTC040,Antibiotic Respiratory,Tablet,500mg,118.25,159.0,
ph0858,OTC042,Oxygen Support,Cylinder,Portable,38.5,74.0,
ph0858,OTC002,Ibuprofen,Tablet,200mg,69.2,135.0,
ph0858,OTC037,Bronchodilator,Tablet,4mg,104.6,117.0,
ph0858,OTC035,Antihistamine Syrup,Syrup,100ml,13.21,150.0,
ph0858,OTC030,Saline Nasal Spray,Spray,30ml,33.29,196.0,
ph0858,OTC011,Loratadine,Tablet,10mg,85.64,123.0,
ph0858,OTC039,Chest Rub Balm,Balm,50g,79.83,183.0,
ph0858,OTC010,Guaifenesin,Syrup,100ml,22.01,72.0,
ph0858,OTC006,Vitamin C,Tablet,500mg,63.37,105.0,
ph0859,OTC035,Antihistamine Syrup,Syrup,100ml,30.38,179.0,
ph0859,OTC010,Guaifenesin,Syrup,100ml,61.74,43.0,
ph0859,OTC033,Budesonide Inhaler,Inhaler,200mcg,137.13,75.0,
ph0859,OTC011,Loratadine,Tablet,10mg,62.39,187.0,
ph0859,OTC017,Phenylephrine,Tablet,10mg,145.68,20.0,
ph0859,OTC041,Steroid Respiratory,Tablet,5mg,20.84,104.0,
ph0859,OTC006,Vitamin C,Tablet,500mg,50.85,48.0,
ph0859,OTC001,Paracetamol,Tablet,500mg,76.53,155.0,
ph0859,OTC031,Ambroxol,Tablet,30mg,110.16,184.0,
ph0859,OTC015,Acetaminophen,Tablet,325mg,18.4,32.0,
ph0859,OTC039,Chest Rub Balm,Balm,50g,40.34,154.0,
ph0859,OTC042,Oxygen Support,Cylinder,Portable,112.72,167.0,
ph0859,OTC002,Ibuprofen,Tablet,200mg,99.45,29.0,
ph0859,OTC005,Cough Syrup,Syrup,100ml,50.02,183.0,
ph0859,OTC008,Chlorpheniramine,Tablet,4mg,19.54,92.0,
ph0860,OTC010,Guaifenesin,Syrup,100ml,126.71,68.0,
ph0860,OTC009,Dextromethorphan,Syrup,100ml,83.14,187.0,
ph0860,OTC003,Cetirizine,Tablet,10mg,24.42,151.0,
ph0860,OTC015,Acetaminophen,Tablet,325mg,100.4,142.0,
ph0860,OTC016,Pseudoephedrine,Tablet,30mg,53.44,101.0,
ph0860,OTC039,Chest Rub Balm,Balm,50g,59.32,32.0,
ph0860,OTC030,Saline Nasal Spray,Spray,30ml,37.59,179.0,
ph0860,OTC013,Aspirin,Tablet,325mg,99.48,46.0,
ph0860,OTC041,Steroid Respiratory,Tablet,5mg,139.1,152.0,
ph0860,OTC008,Chlorpheniramine,Tablet,4mg,140.4,117.0,
ph0861,OTC023,Throat Lozenges,Lozenge,24 count,134.4,188.0,
ph0861,OTC005,Cough Syrup,Syrup,100ml,24.38,175.0,
ph0861,OTC026,Multivitamin,Tablet,Daily,83.8,163.0,
ph0861,OTC040,Antibiotic Respiratory,Tablet,500mg,100.42,72.0,
