pharmacy_id,sku,drug_name,form,strength,price,qty
ph0693,OTC041,Steroid Respiratory,Tablet,5mg,40.48,188
ph0693,OTC040,Antibiotic Respiratory,Tablet,500mg,35.24,176
ph0693,OTC007,Zinc Supplement,Tablet,50mg,29.73,131
ph0694,OTC007,Zinc Supplement,Tablet,50mg,95.64,156
ph0694,OTC003,Cetirizine,Tablet,10mg,40.37,48
ph0694,OTC008,Chlorpheniramine,Tablet,4mg,49.4,144
ph0694,OTC043,Nebulizer Solution,Solution,2.5ml,141.27,165
ph0694,OTC001,Paracetamol,Tablet,500mg,118.15,199
ph0694,OTC011,Loratadine,Tablet,10mg,131.22,43
ph0694,OTC036,Expectorant Tablets,Tablet,200mg,75.95,177
ph0694,OTC042,Oxygen Support,Cylinder,Portable,72.51,124
ph0694,OTC002,Ibuprofen,Tablet,200mg,92.34,172
ph0694,OTC038,Steam Inhalation,Solution,100ml,146.75,91
ph0694,OTC040,Antibiotic Respiratory,Tablet,500mg,90.55,154
ph0695,OTC034,Mucolytic Syrup,Syrup,100ml,40.71,130
ph0695,OTC007,Zinc Supplement,Tablet,50mg,69.11,25
ph0695,OTC030,Saline Nasal Spray,Spray,30ml,113.25,63
ph0695,OTC036,Expectorant Tablets,Tablet,200mg,108.87,35
ph0695,OTC008,Chlorpheniramine,Tablet,4mg,10.75,70
ph0695,OTC005,Cough Syrup,Syrup,100ml,114.72,158
ph0695,OTC037,Bronchodilator,Tablet,4mg,57.13,159
ph0695,OTC031,Ambroxol,Tablet,30mg,65.44,44
ph0695,OTC001,Paracetamol,Tablet,500mg,10.54,181
ph0695,OTC002,Ibuprofen,Tablet,200mg,16.5,65
ph0696,OTC009,Dextromethorphan,Syrup,100ml,102.4,164
ph0696,OTC042,Oxygen Support,Cylinder,Portable,117.42,35
ph0696,OTC030,Saline Nasal Spray,Spray,30ml,18.35,121
ph0696,OTC043,Nebulizer Solution,Solution,2.5ml,84.76,130
ph0696,OTC031,Ambroxol,Tablet,30mg,32.96,137
ph0696,OTC036,Expectorant Tablets,Tablet,200mg,115.88,82
ph0696,OTC001,Paracetamol,Tablet,500mg,130.09,65
ph0696,OTC015,Acetaminophen,Tablet,325mg,128.14,72
ph0696,OTC039,Chest Rub Balm,Balm,50g,133.48,148
ph0696,OTC007,Zinc Supplement,Tablet,50mg,95.32,118
ph0696,OTC017,Phenylephrine,Tablet,10mg,104.24,72
ph0696,OTC034,Mucolytic Syrup,Syrup,100ml,40.03,143
ph0697,OTC042,Oxygen Support,Cylinder,Portable,24.67,131
ph0697,OTC037,Bronchodilator,Tablet,4mg,87.3,47
ph0697,OTC003,Cetirizine,Tablet,10mg,10.11,39
ph0697,OTC030,Saline Nasal Spray,Spray,30ml,36.58,189
ph0697,OTC013,Aspirin,Tablet,325mg,80.82,60
ph0697,OTC034,Mucolytic Syrup,Syrup,100ml,38.16,77
ph0697,OTC005,Cough Syrup,Syrup,100ml,110.37,59
ph0697,OTC038,Steam Inhalation,Solution,100ml,23.88,158
ph0697,OTC031,Ambroxol,Tablet,30mg,128.88,77
ph0697,OTC016,Pseudoephedrine,Tablet,30mg,58.91,67
ph0697,OTC007,Zinc Supplement,Tablet,50mg,74.55,173
ph0697,OTC036,Expectorant Tablets,Tablet,200mg,111.97,36
ph0697,OTC023,Throat Lozenges,Lozenge,24 count,83.97,103
ph0698,OTC038,Steam Inhalation,Solution,100ml,98.87,157
ph0698,OTC037,Bronchodilator,Tablet,4mg,83.17,187
ph0698,OTC036,Expectorant Tablets,Tablet,200mg,123.85,83
ph0698,OTC001,Paracetamol,Tablet,500mg,117.85,179
ph0698,OTC016,Pseudoephedrine,Tablet,30mg,27.84,175
ph0698,OTC026,Multivitamin,Tablet,Daily,72.24,124
ph0698,OTC043,Nebulizer Solution,Solution,2.5ml,26.35,148
ph0698,OTC039,Chest Rub Balm,Balm,50g,107.27,110
ph0698,OTC005,Cough Syrup,Syrup,100ml,145.79,127
ph0698,OTC034,Mucolytic Syrup,Syrup,100ml,91.14,156
ph0698,OTC002,Ibuprofen,Tablet,200mg,100.06,158
ph0698,OTC017,Phenylephrine,Tablet,10mg,106.99,109
ph0698,OTC015,Acetaminophen,Tablet,325mg,102.5,65
ph0698,OTC007,Zinc Supplement,Tablet,50mg,112.82,24
ph0698,OTC040,Antibiotic Respiratory,Tablet,500mg,148.69,58
ph0699,OTC016,Pseudoephedrine,Tablet,30mg,38.58,177
ph0699,OTC043,Nebulizer Solution,Solution,2.5ml,81.01,164
ph0699,OTC015,Acetaminophen,Tablet,325mg,134.76,61
ph0699,OTC036,Expectorant Tablets,Tablet,200mg,58.08,77
ph0699,OTC042,Oxygen Support,Cylinder,Portable,94.33,191
ph0699,OTC031,Ambroxol,Tablet,30mg,70.92,182
ph0699,OTC039,Chest Rub Balm,Balm,50g,11.26,133
ph0699,OTC007,Zinc Supplement,Tablet,50mg,113.34,54
ph0699,OTC033,Budesonide Inhaler,Inhaler,200mcg,91.11,175
ph0699,OTC041,Steroid Respiratory,Tablet,5mg,13.15,88
ph0699,OTC032,Salbutamol Inhaler,Inhaler,100mcg,97.84,56
ph0699,OTC005,Cough Syrup,Syrup,100ml,117.08,125
ph0699,OTC006,Vitamin C,Tablet,500mg,69.23,97
ph0699,OTC013,Aspirin,Tablet,325mg,18.81,132
ph0699,OTC023,Throat Lozenges,Lozenge,24 count,90.37,121
ph0700,OTC001,Paracetamol,Tablet,500mg,105.98,166
ph0700,OTC031,Ambroxol,Tablet,30mg,49.79,90
ph0700,OTC043,Nebulizer Solution,Solution,2.5ml,20.54,150
ph0700,OTC042,Oxygen Support,Cylinder,Portable,37.1,175
ph0700,OTC039,Chest Rub Balm,Balm,50g,122.28,97
ph0700,OTC033,Budesonide Inhaler,Inhaler,200mcg,25.76,138
ph0700,OTC023,Throat Lozenges,Lozenge,24 count,43.95,137
ph0700,OTC011,Loratadine,Tablet,10mg,82.66,181
ph0700,OTC035,Antihistamine Syrup,Syrup,100ml,58.07,122
ph0700,OTC026,Multivitamin,Tablet,Daily,112.63,157
ph0700,OTC010,Guaifenesin,Syrup,100ml,123.18,47
ph0700,OTC040,Antibiotic Respiratory,Tablet,500mg,149.61,94
ph0700,OTC015,Acetaminophen,Tablet,325mg,118.7,156
ph0701,OTC010,Guaifenesin,Syrup,100ml,122.87,22
ph0701,OTC011,Loratadine,Tablet,10mg,55.73,63
ph0701,OTC013,Aspirin,Tablet,325mg,26.56,28
ph0701,OTC001,Paracetamol,Tablet,500mg,32.96,55
ph0701,OTC039,Chest Rub Balm,Balm,50g,144.57,30
ph0701,OTC033,Budesonide Inhaler,Inhaler,200mcg,65.54,94
ph0701,OTC007,Zinc Supplement,Tablet,50mg,87.4,35
ph0701,OTC035,Antihistamine Syrup,Syrup,100ml,12.53,159
ph0701,OTC034,Mucolytic Syrup,Syrup,100ml,35.08,156
ph0701,OTC030,Saline Nasal Spray,Spray,30ml,126.7,111
ph0702,OTC005,Cough Syrup,Syrup,100ml,96.64,141
ph0702,OTC038,Steam Inhalation,Solution,100ml,46.67,47
ph0702,OTC009,Dextromethorphan,Syrup,100ml,87.47,126
ph0702,OTC001,Paracetamol,Tablet,500mg,147.79,80
ph0702,OTC031,Ambroxol,Tablet,30mg,12.04,134
ph0702,OTC039,Chest Rub Balm,Balm,50g,120.36,23
ph0702,OTC032,Salbutamol Inhaler,Inhaler,100mcg,16.61,74
ph0702,OTC042,Oxygen Support,Cylinder,Portable,16.43,108
ph0702,OTC008,Chlorpheniramine,Tablet,4mg,110.83,193
ph0702,OTC002,Ibuprofen,Tablet,200mg,66.46,171
ph0702,OTC013,Aspirin,Tablet,325mg,134.4,172
ph0702,OTC026,Multivitamin,Tablet,Daily,59.82,72
ph0702,OTC011,Loratadine,Tablet,10mg,12.42,111
ph0702,OTC041,Steroid Respiratory,Tablet,5mg,64.24,44
ph0703,OTC010,Guaifenesin,Syrup,100ml,137.96,24
ph0703,OTC038,Steam Inhalation,Solution,100ml,101.51,155
ph0703,OTC032,Salbutamol Inhaler,Inhaler,100mcg,76.09,126
ph0703,OTC008,Chlorpheniramine,Tablet,4mg,132.95,28
ph0703,OTC023,Throat Lozenges,Lozenge,24 count,14.37,181
ph0703,OTC031,Ambroxol,Tablet,30mg,115.02,129
ph0703,OTC035,Antihistamine Syrup,Syrup,100ml,62.13,196
ph0703,OTC011,Loratadine,Tablet,10mg,27.2,79
ph0703,OTC017,Phenylephrine,Tablet,10mg,47.99,95
ph0703,OTC039,Chest Rub Balm,Balm,50g,52.42,84
ph0703,OTC041,Steroid Respiratory,Tablet,5mg,28.41,172
ph0703,OTC002,Ibuprofen,Tablet,200mg,141.34,120
ph0703,OTC030,Saline Nasal Spray,Spray,30ml,77.75,190
ph0703,OTC026,Multivitamin,Tablet,Daily,58.01,128
ph0704,OTC042,Oxygen Support,Cylinder,Portable,132.11,55
ph0704,OTC016,Pseudoephedrine,Tablet,30mg,54.16,128
ph0704,OTC040,Antibiotic Respiratory,Tablet,500mg,117.54,67
ph0704,OTC015,Acetaminophen,Tablet,325mg,141.45,66
ph0704,OTC007,Zinc Supplement,Tablet,50mg,27.48,22
ph0704,OTC011,Loratadine,Tablet,10mg,56.45,75
ph0704,OTC002,Ibuprofen,Tablet,200mg,140.46,185
ph0704,OTC043,Nebulizer Solution,Solution,2.5ml,102.39,132
ph0704,OTC006,Vitamin C,Tablet,500mg,121.04,86
ph0704,OTC035,Antihistamine Syrup,Syrup,100ml,79.85,142
ph0704,OTC005,Cough Syrup,Syrup,100ml,136.11,97
ph0704,OTC013,Aspirin,Tablet,325mg,85.77,195
ph0704,OTC041,Steroid Respiratory,Tablet,5mg,119.97,115
ph0704,OTC017,Phenylephrine,Tablet,10mg,93.62,173
ph0705,OTC013,Aspirin,Tablet,325mg,56.62,109
ph0705,OTC007,Zinc Supplement,Tablet,50mg,40.54,62
ph0705,OTC005,Cough Syrup,Syrup,100ml,108.21,172
ph0705,OTC040,Antibiotic Respiratory,Tablet,500mg,17.89,83
ph0705,OTC009,Dextromethorphan,Syrup,100ml,65.21,188
ph0705,OTC031,Ambroxol,Tablet,30mg,35.88,43
ph0705,OTC039,Chest Rub Balm,Balm,50g,140.27,37
ph0705,OTC043,Nebulizer Solution,Solution,2.5ml,140.1,140
ph0705,OTC001,Paracetamol,Tablet,500mg,43.16,183
ph0705,OTC026,Multivitamin,Tablet,Daily,30.05,138
ph0705,OTC003,Cetirizine,Tablet,10mg,79.25,128
ph0705,OTC006,Vitamin C,Tablet,500mg,118.14,157
ph0705,OTC011,Loratadine,Tablet,10mg,99.96,83
ph0706,OTC015,Acetaminophen,Tablet,325mg,29.59,100
ph0706,OTC031,Ambroxol,Tablet,30mg,24.2,49
ph0706,OTC013,Aspirin,Tablet,325mg,146.85,103
ph0706,OTC036,Expectorant Tablets,Tablet,200mg,78.5,177
ph0706,OTC035,Antihistamine Syrup,Syrup,100ml,21.76,37
ph0706,OTC041,Steroid Respiratory,Tablet,5mg,17.66,33
ph0706,OTC042,Oxygen Support,Cylinder,Portable,84.07,183
ph0706,OTC038,Steam Inhalation,Solution,100ml,16.6,98
ph0706,OTC007,Zinc Supplement,Tablet,50mg,93.9,86
ph0706,OTC039,Chest Rub Balm,Balm,50g,72.75,98
ph0706,OTC032,Salbutamol Inhaler,Inhaler,100mcg,47.69,78
ph0706,OTC011,Loratadine,Tablet,10mg,117.06,183
ph0706,OTC034,Mucolytic Syrup,Syrup,100ml,40.08,56
ph0706,OTC043,Nebulizer Solution,Solution,2.5ml,51.66,155
ph0707,OTC037,Bronchodilator,Tablet,4mg,128.64,174
ph0707,OTC041,Steroid Respiratory,Tablet,5mg,38.44,105
ph0707,OTC043,Nebulizer Solution,Solution,2.5ml,42.39,150
ph0707,OTC011,Loratadine,Tablet,10mg,84.8,76
ph0707,OTC005,Cough Syrup,Syrup,100ml,37.33,155
ph0707,OTC023,Throat Lozenges,Lozenge,24 count,40.49,41
ph0707,OTC039,Chest Rub Balm,Balm,50g,132.34,37
ph0707,OTC015,Acetaminophen,Tablet,325mg,106.37,81
ph0707,OTC032,Salbutamol Inhaler,Inhaler,100mcg,125.57,153
ph0707,OTC040,Antibiotic Respiratory,Tablet,500mg,138.58,66
ph0707,OTC035,Antihistamine Syrup,Syrup,100ml,69.8,29
ph0707,OTC038,Steam Inhalation,Solution,100ml,81.82,149
ph0707,OTC008,Chlorpheniramine,Tablet,4mg,84.89,64
ph0707,OTC010,Guaifenesin,Syrup,100ml,123.69,162
ph0707,OTC034,Mucolytic Syrup,Syrup,100ml,19.56,64
ph0708,OTC031,Ambroxol,Tablet,30mg,72.32,98
ph0708,OTC026,Multivitamin,Tablet,Daily,67.2,189
ph0708,OTC008,Chlorpheniramine,Tablet,4mg,39.78,103
ph0708,OTC001,Paracetamol,Tablet,500mg,112.05,143
ph0708,OTC011,Loratadine,Tablet,10mg,123.7,151
ph0708,OTC043,Nebulizer Solution,Solution,2.5ml,17.0,151
ph0708,OTC017,Phenylephrine,Tablet,10mg,89.03,47
ph0708,OTC007,Zinc Supplement,Tablet,50mg,59.87,195
ph0708,OTC013,Aspirin,Tablet,325mg,76.97,94
ph0708,OTC003,Cetirizine,Tablet,10mg,49.09,117
ph0708,OTC035,Antihistamine Syrup,Syrup,100ml,79.52,142
ph0708,OTC036,Expectorant Tablets,Tablet,200mg,71.98,116
ph0708,OTC005,Cough Syrup,Syrup,100ml,140.69,171
ph0709,OTC032,Salbutamol Inhaler,Inhaler,100mcg,46.68,107
ph0709,OTC003,Cetirizine,Tablet,10mg,17.37,170
ph0709,OTC011,Loratadine,Tablet,10mg,90.52,27
ph0709,OTC009,Dextromethorphan,Syrup,100ml,106.53,48
ph0709,OTC008,Chlorpheniramine,Tablet,4mg,16.75,172
ph0709,OTC016,Pseudoephedrine,Tablet,30mg,87.57,142
ph0709,OTC006,Vitamin C,Tablet,500mg,41.9,24
ph0709,OTC043,Nebulizer Solution,Solution,2.5ml,84.38,79
ph0709,OTC033,Budesonide Inhaler,Inhaler,200mcg,126.57,195
ph0709,OTC036,Expectorant Tablets,Tablet,200mg,109.24,61
ph0709,OTC010,Guaifenesin,Syrup,100ml,23.33,41
ph0709,OTC038,Steam Inhalation,Solution,100ml,85.64,124
ph0709,OTC017,Phenylephrine,Tablet,10mg,102.9,94
ph0710,OTC007,Zinc Supplement,Tablet,50mg,91.6,132
ph0710,OTC034,Mucolytic Syrup,Syrup,100ml,33.9,114
ph0710,OTC011,Loratadine,Tablet,10mg,125.34,145
ph0710,OTC016,Pseudoephedrine,Tablet,30mg,56.0,166
ph0710,OTC010,Guaifenesin,Syrup,100ml,58.79,153
ph0710,OTC037,Bronchodilator,Tablet,4mg,27.7,152
ph0710,OTC030,Saline Nasal Spray,Spray,30ml,113.87,171
ph0710,OTC038,Steam Inhalation,Solution,100ml,17.19,56
ph0710,OTC041,Steroid Respiratory,Tablet,5mg,20.0,169
ph0710,OTC033,Budesonide Inhaler,Inhaler,200mcg,74.79,157
ph0710,OTC042,Oxygen Support,Cylinder,Portable,95.29,189
ph0710,OTC023,Throat Lozenges,Lozenge,24 count,128.4,38
ph0711,OTC011,Loratadine,Tablet,10mg,115.09,155
ph0711,OTC030,Saline Nasal Spray,Spray,30ml,51.89,87
ph0711,OTC031,Ambroxol,Tablet,30mg,139.56,45
ph0711,OTC008,Chlorpheniramine,Tablet,4mg,120.59,72
ph0711,OTC034,Mucolytic Syrup,Syrup,100ml,69.56,60
ph0711,OTC033,Budesonide Inhaler,Inhaler,200mcg,83.23,120
ph0711,OTC023,Throat Lozenges,Lozenge,24 count,147.49,46
ph0711,OTC003,Cetirizine,Tablet,10mg,21.62,75
ph0711,OTC037,Bronchodilator,Tablet,4mg,99.35,73
ph0711,OTC001,Paracetamol,Tablet,500mg,83.94,107
ph0711,OTC013,Aspirin,Tablet,325mg,115.28,157
ph0712,OTC038,Steam Inhalation,Solution,100ml,90.7,25
ph0712,OTC003,Cetirizine,Tablet,10mg,113.3,178
ph0712,OTC032,Salbutamol Inhaler,Inhaler,100mcg,101.94,166
ph0712,OTC009,Dextromethorphan,Syrup,100ml,98.24,62
ph0712,OTC033,Budesonide Inhaler,Inhaler,200mcg,126.68,133
ph0712,OTC026,Multivitamin,Tablet,Daily,75.52,32
ph0712,OTC031,Ambroxol,Tablet,30mg,61.86,57
ph0712,OTC042,Oxygen Support,Cylinder,Portable,88.44,128
ph0712,OTC010,Guaifenesin,Syrup,100ml,139.45,169
ph0712,OTC013,Aspirin,Tablet,325mg,39.08,115
ph0713,OTC034,Mucolytic Syrup,Syrup,100ml,117.63,191
ph0713,OTC040,Antibiotic Respiratory,Tablet,500mg,54.58,52
ph0713,OTC035,Antihistamine Syrup,Syrup,100ml,104.27,25
ph0713,OTC013,Aspirin,Tablet,325mg,114.46,51
ph0713,OTC037,Bronchodilator,Tablet,4mg,27.06,81
ph0713,OTC030,Saline Nasal Spray,Spray,30ml,120.22,40
ph0713,OTC031,Ambroxol,Tablet,30mg,11.46,156
ph0713,OTC001,Paracetamol,Tablet,500mg,27.59,166
ph0713,OTC023,Throat Lozenges,Lozenge,24 count,147.87,98
ph0713,OTC036,Expectorant Tablets,Tablet,200mg,28.82,100
ph0714,OTC005,Cough Syrup,Syrup,100ml,129.78,51
ph0714,OTC009,Dextromethorphan,Syrup,100ml,15.98,103
ph0714,OTC037,Bronchodilator,Tablet,4mg,18.54,54
ph0714,OTC017,Phenylephrine,Tablet,10mg,51.91,138
ph0714,OTC002,Ibuprofen,Tablet,200mg,38.92,37
ph0714,OTC032,Salbutamol Inhaler,Inhaler,100mcg,136.81,198
ph0714,OTC039,Chest Rub Balm,Balm,50g,121.31,155
ph0714,OTC036,Expectorant Tablets,Tablet,200mg,79.47,117
ph0714,OTC030,Saline Nasal Spray,Spray,30ml,116.05,55
ph0714,OTC013,Aspirin,Tablet,325mg,138.1,40
ph0714,OTC031,Ambroxol,Tablet,30mg,40.38,109
ph0714,OTC043,Nebulizer Solution,Solution,2.5ml,81.35,173
ph0715,OTC032,Salbutamol Inhaler,Inhaler,100mcg,146.56,130
ph0715,OTC009,Dextromethorphan,Syrup,100ml,22.65,182
ph0715,OTC008,Chlorpheniramine,Tablet,4mg,143.79,135
ph0715,OTC015,Acetaminophen,Tablet,325mg,103.19,42
ph0715,OTC042,Oxygen Support,Cylinder,Portable,101.09,118
ph0715,OTC033,Budesonide Inhaler,Inhaler,200mcg,124.86,81
ph0715,OTC002,Ibuprofen,Tablet,200mg,91.87,165
ph0715,OTC036,Expectorant Tablets,Tablet,200mg,36.03,108
ph0715,OTC001,Paracetamol,Tablet,500mg,120.58,49
ph0715,OTC034,Mucolytic Syrup,Syrup,100ml,24.18,94
ph0715,OTC013,Aspirin,Tablet,325mg,44.45,193
ph0715,OTC031,Ambroxol,Tablet,30mg,95.88,188
ph0715,OTC038,Steam Inhalation,Solution,100ml,28.76,150
ph0716,OTC026,Multivitamin,Tablet,Daily,67.38,107
ph0716,OTC043,Nebulizer Solution,Solution,2.5ml,137.98,95
ph0716,OTC007,Zinc Supplement,Tablet,50mg,34.79,41
ph0716,OTC023,Throat Lozenges,Lozenge,24 count,62.88,85
ph0716,OTC001,Paracetamol,Tablet,500mg,45.9,200
ph0716,OTC041,Steroid Respiratory,Tablet,5mg,105.61,39
ph0716,OTC031,Ambroxol,Tablet,30mg,14.89,46
ph0716,OTC033,Budesonide Inhaler,Inhaler,200mcg,97.28,198
ph0716,OTC017,Phenylephrine,Tablet,10mg,74.66,102
ph0716,OTC034,Mucolytic Syrup,Syrup,100ml,98.84,72
ph0716,OTC016,Pseudoephedrine,Tablet,30mg,56.87,182
ph0717,OTC017,Phenylephrine,Tablet,10mg,28.95,74
ph0717,OTC040,Antibiotic Respiratory,Tablet,500mg,11.16,56
ph0717,OTC010,Guaifenesin,Syrup,100ml,78.12,73
ph0717,OTC002,Ibuprofen,Tablet,200mg,69.11,150
ph0717,OTC015,Acetaminophen,Tablet,325mg,132.13,87
ph0717,OTC005,Cough Syrup,Syrup,100ml,98.73,193
ph0717,OTC042,Oxygen Support,Cylinder,Portable,47.88,49
ph0717,OTC008,Chlorpheniramine,Tablet,4mg,84.04,168
ph0717,OTC035,Antihistamine Syrup,Syrup,100ml,42.19,101
ph0717,OTC031,Ambroxol,Tablet,30mg,121.19,25
ph0717,OTC034,Mucolytic Syrup,Syrup,100ml,90.55,167
ph0717,OTC001,Paracetamol,Tablet,500mg,121.62,127
ph0718,OTC016,Pseudoephedrine,Tablet,30mg,85.12,91
ph0718,OTC010,Guaifenesin,Syrup,100ml,141.39,150
ph0718,OTC036,Expectorant Tablets,Tablet,200mg,73.61,89
ph0718,OTC038,Steam Inhalation,Solution,100ml,131.96,109
ph0718,OTC035,Antihistamine Syrup,Syrup,100ml,25.66,200
ph0718,OTC033,Budesonide Inhaler,Inhaler,200mcg,43.2,104
ph0718,OTC034,Mucolytic Syrup,Syrup,100ml,85.27,136
ph0718,OTC041,Steroid Respiratory,Tablet,5mg,29.01,145
ph0718,OTC001,Paracetamol,Tablet,500mg,27.26,88
ph0718,OTC032,Salbutamol Inhaler,Inhaler,100mcg,134.36,25
ph0718,OTC007,Zinc Supplement,Tablet,50mg,99.85,128
ph0718,OTC040,Antibiotic Respiratory,Tablet,500mg,122.85,163
ph0718,OTC030,Saline Nasal Spray,Spray,30ml,147.92,47
ph0719,OTC040,Antibiotic Respiratory,Tablet,500mg,136.16,149
ph0719,OTC043,Nebulizer Solution,Solution,2.5ml,79.08,160
ph0719,OTC042,Oxygen Support,Cylinder,Portable,75.79,186
ph0719,OTC010,Guaifenesin,Syrup,100ml,114.64,151
ph0719,OTC038,Steam Inhalation,Solution,100ml,41.14,79
ph0719,OTC037,Bronchodilator,Tablet,4mg,40.02,92
ph0719,OTC002,Ibuprofen,Tablet,200mg,116.54,135
ph0719,OTC008,Chlorpheniramine,Tablet,4mg,11.95,84
ph0719,OTC011,Loratadine,Tablet,10mg,23.2,22
ph0719,OTC036,Expectorant Tablets,Tablet,200mg,94.71,179
ph0719,OTC032,Salbutamol Inhaler,Inhaler,100mcg,137.84,109
ph0719,OTC030,Saline Nasal Spray,Spray,30ml,37.02,183
ph0719,OTC033,Budesonide Inhaler,Inhaler,200mcg,132.27,25
ph0720,OTC031,Ambroxol,Tablet,30mg,130.73,79
ph0720,OTC006,Vitamin C,Tablet,500mg,135.22,176
ph0720,OTC016,Pseudoephedrine,Tablet,30mg,14.88,187
ph0720,OTC042,Oxygen Support,Cylinder,Portable,59.85,138
ph0720,OTC015,Acetaminophen,Tablet,325mg,28.75,88
ph0720,OTC010,Guaifenesin,Syrup,100ml,116.11,36
ph0720,OTC007,Zinc Supplement,Tablet,50mg,12.76,196
ph0720,OTC002,Ibuprofen,Tablet,200mg,79.26,171
ph0720,OTC038,Steam Inhalation,Solution,100ml,127.44,89
ph0720,OTC003,Cetirizine,Tablet,10mg,23.96,75
ph0720,OTC037,Bronchodilator,Tablet,4mg,32.34,115
ph0721,OTC040,Antibiotic Respiratory,Tablet,500mg,143.67,56
ph0721,OTC031,Ambroxol,Tablet,30mg,30.19,90
ph0721,OTC034,Mucolytic Syrup,Syrup,100ml,86.16,139
ph0721,OTC003,Cetirizine,Tablet,10mg,13.94,162
ph0721,OTC002,Ibuprofen,Tablet,200mg,76.45,119
ph0721,OTC033,Budesonide Inhaler,Inhaler,200mcg,147.61,167
ph0721,OTC026,Multivitamin,Tablet,Daily,66.96,66
ph0721,OTC036,Expectorant Tablets,Tablet,200mg,34.84,40
ph0721,OTC038,Steam Inhalation,Solution,100ml,148.86,96
ph0721,OTC011,Loratadine,Tablet,10mg,121.08,67
ph0721,OTC005,Cough Syrup,Syrup,100ml,50.55,87
ph0722,OTC034,Mucolytic Syrup,Syrup,100ml,23.89,117
ph0722,OTC035,Antihistamine Syrup,Syrup,100ml,40.12,141
ph0722,OTC008,Chlorpheniramine,Tablet,4mg,11.68,159
ph0722,OTC007,Zinc Supplement,Tablet,50mg,65.91,197
ph0722,OTC017,Phenylephrine,Tablet,10mg,101.39,34
ph0722,OTC005,Cough Syrup,Syrup,100ml,140.8,58
ph0722,OTC038,Steam Inhalation,Solution,100ml,119.07,28
ph0722,OTC031,Ambroxol,Tablet,30mg,93.24,80
ph0722,OTC033,Budesonide Inhaler,Inhaler,200mcg,64.73,126
ph0722,OTC002,Ibuprofen,Tablet,200mg,111.0,37
ph0722,OTC043,Nebulizer Solution,Solution,2.5ml,89.97,70
ph0722,OTC041,Steroid Respiratory,Tablet,5mg,67.3,159
ph0722,OTC011,Loratadine,Tablet,10mg,91.67,22
ph0722,OTC016,Pseudoephedrine,Tablet,30mg,57.45,141
ph0722,OTC039,Chest Rub Balm,Balm,50g,94.69,27
ph0723,OTC005,Cough Syrup,Syrup,100ml,96.15,42
ph0723,OTC026,Multivitamin,Tablet,Daily,36.53,28
ph0723,OTC009,Dextromethorphan,Syrup,100ml,101.61,63
ph0723,OTC006,Vitamin C,Tablet,500mg,32.43,47
ph0723,OTC013,Aspirin,Tablet,325mg,38.59,117
ph0723,OTC032,Salbutamol Inhaler,Inhaler,100mcg,89.29,150
ph0723,OTC001,Paracetamol,Tablet,500mg,76.17,39
ph0723,OTC037,Bronchodilator,Tablet,4mg,101.71,146
ph0723,OTC023,Throat Lozenges,Lozenge,24 count,29.95,50
ph0723,OTC008,Chlorpheniramine,Tablet,4mg,13.49,84
ph0724,OTC041,Steroid Respiratory,Tablet,5mg,123.08,37
ph0724,OTC036,Expectorant Tablets,Tablet,200mg,76.35,21
ph0724,OTC038,Steam Inhalation,Solution,100ml,73.67,98
ph0724,OTC010,Guaifenesin,Syrup,100ml,44.28,33
ph0724,OTC037,Bronchodilator,Tablet,4mg,147.66,57
ph0724,OTC017,Phenylephrine,Tablet,10mg,125.51,97
ph0724,OTC005,Cough Syrup,Syrup,100ml,51.04,53
ph0724,OTC026,Multivitamin,Tablet,Daily,35.71,56
ph0724,OTC039,Chest Rub Balm,Balm,50g,23.0,121
ph0724,OTC032,Salbutamol Inhaler,Inhaler,100mcg,12.16,107
ph0724,OTC007,Zinc Supplement,Tablet,50mg,35.35,170
ph0724,OTC031,Ambroxol,Tablet,30mg,47.78,41
ph0725,OTC037,Bronchodilator,Tablet,4mg,96.38,73
ph0725,OTC035,Antihistamine Syrup,Syrup,100ml,104.42,127
ph0725,OTC043,Nebulizer Solution,Solution,2.5ml,99.82,110
ph0725,OTC001,Paracetamol,Tablet,500mg,54.21,77
ph0725,OTC032,Salbutamol Inhaler,Inhaler,100mcg,139.21,140
ph0725,OTC010,Guaifenesin,Syrup,100ml,67.26,186
ph0725,OTC011,Loratadine,Tablet,10mg,75.19,96
ph0725,OTC023,Throat Lozenges,Lozenge,24 count,110.83,26
ph0725,OTC026,Multivitamin,Tablet,Daily,145.87,193
ph0725,OTC007,Zinc Supplement,Tablet,50mg,28.75,108
ph0725,OTC016,Pseudoephedrine,Tablet,30mg,125.8,111
ph0726,OTC031,Ambroxol,Tablet,30mg,122.76,158
ph0726,OTC015,Acetaminophen,Tablet,325mg,133.32,199
ph0726,OTC005,Cough Syrup,Syrup,100ml,49.98,175
ph0726,OTC016,Pseudoephedrine,Tablet,30mg,122.33,125
ph0726,OTC002,Ibuprofen,Tablet,200mg,45.74,162
ph0726,OTC006,Vitamin C,Tablet,500mg,69.91,151
ph0726,OTC041,Steroid Respiratory,Tablet,5mg,104.43,52
ph0726,OTC037,Bronchodilator,Tablet,4mg,39.95,117
ph0726,OTC032,Salbutamol Inhaler,Inhaler,100mcg,149.88,22
ph0726,OTC036,Expectorant Tablets,Tablet,200mg,80.03,88
ph0726,OTC013,Aspirin,Tablet,325mg,53.67,86
ph0726,OTC043,Nebulizer Solution,Solution,2.5ml,13.31,79
